설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
마리아마을,마리아마을,부산광역시,사하구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 사하구 장림로 298,부산광역시 사하구 장림2동 86-2번지,부산광역시,051-888-4604,35.0841264,128.9805812,2018-08-24
두송종합사회복지관(다대2동),복지관,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 사하구 다송로 59 다대4지구도개공영구임대아파트,부산광역시 사하구 다대2동 96-1,부산광역시,051-888-4604,35.062233,128.985434,2018-08-24
동산요양병원,병원,부산광역시,사하구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 사하구 낙동대로216번길 10,부산광역시 사하구 괴정3동 1003-0,부산광역시,051-888-4604,35.1007568,128.9932002,2018-08-24
다대1동 주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,12-Oct,부산광역시 사하구 다대동로 83-1,부산광역시 사하구 다대1동 235,부산광역시,051-888-4604,35.058554,128.9743974,2018-08-24
기술보증기금(사하구),민원실,부산광역시,사하구,관공서,LGU+,Public WiFi,12-Oct,부산광역시 사하구 장평로 262,부산광역시 사하구 신평1동 545,부산광역시,051-888-4604,35.0895017,128.9733557,2018-08-24
구평동사무소,컴퓨터학습장,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 구평동 159,부산광역시 사하구 구평동 159,부산광역시,051-888-4604,35.0818547,128.9874493,2018-08-24
구평동 주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 옥천로5번길 17,부산광역시 사하구 감천2동 13-13,부산광역시,051-888-4604,35.0938796,129.0087894,2018-08-24
구평동 주민센터,민원실,부산광역시,사하구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 사하구 서포로 48,부산광역시 사하구 구평동 159-1,부산광역시,051-888-4604,35.0819117,128.9878133,2018-08-24
괴정4동 주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,12-Oct,부산광역시 사하구 낙동대로30번길 9,부산광역시 사하구 괴정4동 571-2,부산광역시,051-888-4604,35.099145,128.983164,2018-08-24
괴정3동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,15-Oct,부산광역시 사하구 낙동대로171번길 30-5 (괴정동),부산광역시 사하구 괴정동 404-2,부산광역시,051-888-4604,35.1003126,128.9980668,2018-08-24
괴정2동주민센터,민원실,부산광역시,사하구,관공서,LGU+,Public WiFi,15-Oct,부산광역시 사하구 까치고개로 14-1,부산광역시 사하구 괴정2동 354-22번지,부산광역시,051-888-4604,35.103391,129.0040197,2018-08-24
괴정1동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 낙동대로 250,부산광역시 사하구 괴정1동 820-3,부산광역시,051-888-4604,35.0996941,128.9893536,2018-08-24
감천횃불작은도서관,도서관,부산광역시,사하구,지역문화시설,LGU+,Public WiFi,15-Oct,부산광역시 사하구 옥천로 48-5,부산광역시 사하구 감천2동 16-1023번지,부산광역시,051-888-4604,35.0909546,129.0074519,2018-08-24
감천재래시장,시장,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 사하구 옥천로 8,부산광역시 사하구 감천1동 471,부산광역시,051-888-4604,35.0882595,129.0055555,2018-08-24
감천2동시장,시장,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 사하구 옥천로5번길 17,부산광역시 사하구 감천2동 13-13,부산광역시,051-888-4604,35.0938796,129.0087894,2018-08-24
감천2동 주민센터,민원실,부산광역시,사하구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 사하구 옥천로93번길 14,부산광역시 사하구 감천동 12-9,부산광역시,051-888-4604,35.0945947,129.0093312,2018-08-24
주례자동차검사소,검사소,부산광역시,사상구,관공서,LGU+,Public WiFi,15-Oct,부산광역시 사상구 학장로 256,부산광역시 사상구 주례동 1287,부산광역시,051-888-4604,35.1451019,128.9945226,2018-08-24
감천1동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 옥천로 8,부산광역시 사하구 감천1동 471,부산광역시,051-888-4604,35.0882595,129.0055555,2018-08-24
감내꿈나무센터,센터,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 사하구 감내1로 234,부산광역시 사하구 감천동 7,부산광역시,051-888-4604,35.097951,129.009569,2018-08-24
(주)청산장례식장,장례식장,부산광역시,사하구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 사하구 하신중앙로17번길 25,부산광역시 사하구 장림1동 990-2,부산광역시,051-888-4604,35.0802511,128.9619395,2018-08-24
을숙도문화회관,본관,부산광역시,사하구,지역문화시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단동 1151-14,부산광역시,051-888-4604,35.109888,128.944802,2018-08-24
다대포해수욕장,해변공원관리센터,부산광역시,사하구,관광,부산광역시,Dynamic Busan,09-Mar,부산광역시 사하구 몰운대1길 11,부산광역시 사하구 다대동,부산광역시,051-888-4604,35.047162,128.968126,2018-08-24
부산은행 학장동지점,민원실,부산광역시,사상구,기타,SKT,Public WiFi,16-Oct,부산광역시 사상구 대동로 98,부산광역시 사상구 학장동 573-1,부산광역시,051-888-4604,35.138217,128.978539,2018-08-24
부산은행 감전동지점,민원실,부산광역시,사상구,기타,SKT,Public WiFi,16-Oct,부산광역시 사상구 새벽로 160,부산광역시 사상구 감전동 131-30,부산광역시,051-888-4604,35.155249,128.983423,2018-08-24
부산서부버스터미널,터미널,부산광역시,사상구,교통시설,LGU+,Public WiFi,16-Oct,부산광역시 사상구 사상로 201,부산광역시 사상구 괘법동 533-1,부산광역시,051-888-4604,35.163225,128.982473,2018-08-24
희망 지역아동센터,센터,부산광역시,사상구,관공서,SKT,Public WiFi,15-Oct,부산광역시 사상구 사상로 275 (덕포동),부산광역시 사상구 덕포동 428-8,부산광역시,051-888-4604,35.1694408,128.9822282,2018-08-24
학장지구대,민원실,부산광역시,사상구,관공서,KT,Public WiFi,12-Oct,부산광역시 사상구 대동로 169,부산광역시 사상구 학장동 237-10,부산광역시,051-888-4604,35.142628,128.9837412,2018-08-24
학장종합사회복지관,복지관,부산광역시,사상구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 사상구 학감대로49번길 28-70,부산광역시 사상구 학장동 168-7,부산광역시,051-888-4604,35.1382244,128.9894899,2018-08-24
학장동주민센터,민원실,부산광역시,사상구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사상구 학감대로147번길 11,부산광역시 사상구 학장동 386-1,부산광역시,051-888-4604,35.1441201,128.987266,2018-08-24
학장 새밭마을 행복학습센터,센터,부산광역시,사상구,지역문화시설,SKT,Public WiFi,15-Oct,부산광역시 사상구 대동로159번길 105,부산광역시 사상구 학장동 585-47,부산광역시,051-888-4604,35.1395812,128.978589,2018-08-24
주례역,역사,부산광역시,사상구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 사상구 가야대로 284,부산광역시 사상구 주례3동 1163,부산광역시,051-888-4604,35.150309,129.003587,2018-08-24
주례보훈병원,병원,부산광역시,사상구,서민·복지시설,SKT,Public WiFi,12-Oct,부산광역시 사상구 백양대로 420,부산광역시 사상구 주례동 235,부산광역시,051-888-4604,35.149761,129.0043516,2018-08-24
주례3동주민센터,민원실,부산광역시,사상구,관공서,SKT,Public WiFi,15-Oct,부산광역시 사상구 냉정로 10,부산광역시 사상구 주례동 595-3,부산광역시,051-888-4604,35.1473312,129.001419,2018-08-24
주례2동주민센터,민원실,부산광역시,사상구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사상구 주례로10번길 15,부산광역시 사상구 주례2동 154-1,부산광역시,051-888-4604,35.1500924,129.0105004,2018-08-24
주례1동주민센터,민원실,부산광역시,사상구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사상구 사상로 22,부산광역시 사상구 주례1동 720-12,부산광역시,051-888-4604,35.1516665,128.9979533,2018-08-24
주례 지역아동센터,센터,부산광역시,사상구,관공서,SKT,Public WiFi,15-Oct,"부산광역시 사상구 냉정로 72 (주례동, 명신산업)",부산광역시 사상구 주례동 110,부산광역시,051-888-4604,35.1489908,129.0078629,2018-08-24
주례 온골마을 행복학습센터,센터,부산광역시,사상구,지역문화시설,SKT,Public WiFi,15-Oct,부산광역시 사상구 백양대로445번길 124-5 (주례동),부산광역시 사상구 주례동 870,부산광역시,051-888-4604,35.1534268,128.9970476,2018-08-24
영재의료재단큰솔병원,병원,부산광역시,사상구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 사상구 대동로 141,부산광역시 사상구 학장동 574-1번지,부산광역시,051-888-4604,35.1406374,128.9825563,2018-08-24
엄궁복지센터,사랑채,부산광역시,사상구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 사상구 엄궁북로4번길 41(엄궁동),부산광역시 사상구 엄궁동 437-5,부산광역시,051-888-4604,35.1274187,128.9720726,2018-08-24
엄궁동주민센터,민원실,부산광역시,사상구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사상구 엄궁북로 15,부산광역시 사상구 엄궁동 618-31,부산광역시,051-888-4604,35.1287251,128.9722103,2018-08-24
동래문화회관,1층,부산광역시,동래구,지역문화시설,SKT,Public WiFi,12-Oct,부산광역시 동래구 문화로 80,부산광역시 동래구 명륜2동 137,부산광역시,051-888-4604,35.212071,129.090388,2018-08-24
동래구청,민원실,부산광역시,동래구,관공서,SKT,Public WiFi,14-Oct,부산광역시 동래구 명륜로94번길 55,부산광역시 동래구 복천동 381,부산광역시,051-888-4604,35.2050439,129.0837097,2018-08-24
동래구청,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 명륜로94번길 55,부산광역시 동래구 복천동 381,부산광역시,051-888-4604,35.2050439,129.0837097,2018-08-24
동래구읍성도서관,도서관,부산광역시,동래구,지역문화시설,LGU+,Public WiFi,15-Oct,부산광역시 동래구 동래로159번길 154,부산광역시 동래구 칠산동 20-4,부산광역시,051-888-4604,35.2068301,129.0949275,2018-08-24
동래구노인복지관,복지관,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 명륜로207번길18,부산광역시 동래구 명륜동 700-199,부산광역시,051-888-4604,35.2123855,129.0819483,2018-08-24
금강시장,시장,부산광역시,동래구,편의시설,KT,Public WiFi,15-Oct,부산광역시 동래구 아시아드대로208번길 48,부산광역시 동래구 온천동 1376-7,부산광역시,051-888-4604,35.2016172,129.068554,2018-08-24
국민시장,시장,부산광역시,동래구,편의시설,KT,Public WiFi,15-Oct,부산광역시 동래구 사직북로33번길 31,부산광역시 동래구 사직동 44-1,부산광역시,051-888-4604,35.1983903,129.0582402,2018-08-24
부산종합운동장,사직운동장광장,부산광역시,동래구,지역문화시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 동래구 사직로 45,부산광역시 동래구 사직동 930-2,부산광역시,051-888-4604,35.194861,129.060993,2018-08-24
부산종합운동장,실내체육관,부산광역시,동래구,지역문화시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 동래구 사직로 45,부산광역시 동래구 사직동 930-2,부산광역시,051-888-4604,35.191784,129.060861,2018-08-24
한국감정원,감정원,부산광역시,동구,기타,LGU+,Public WiFi,16-Oct,부산광역시 동구 중앙대로 314,부산광역시 동구 초량동 1157-5,부산광역시,051-888-4604,35.124341,129.045131,2018-08-24
조선통신사역사관(범일동),역사관,부산광역시,동구,지역문화시설,SKT,Public WiFi,16-Oct,부산광역시 동구 자성로 99,부산광역시 동구 범일동 380-4,부산광역시,051-888-4604,35.135559,129.061782,2018-08-24
부산시민회관,시민회관,부산광역시,동구,지역문화시설,KT,Public WiFi,16-Oct,부산광역시 동구 자성로133번길 16,부산광역시 동구 범일동 830-31,부산광역시,051-888-4604,35.138778,129.065255,2018-08-24
부산광역시 동구도서관,도서관,부산광역시,동구,지역문화시설,SKT,Public WiFi,16-Oct,부산광역시 동구 성북로36번길 54,부산광역시 동구 범일동 산 81-28,부산광역시,051-888-4604,35.138051,129.052475,2018-08-24
부산YWCA(여자기독교청년회),YWCA,부산광역시,동구,기타,LGU+,Public WiFi,16-Oct,부산광역시 동구 중앙대로 298,부산광역시 동구 초량동 1158-7,부산광역시,051-888-4604,35.123135,129.044377,2018-08-24
한국교직원공제회관,회관,부산광역시,동구,관공서,SKT,Public WiFi,13-Oct,부산광역시 동구 중앙대로 192,부산광역시 동구 초량1동 1205-1,부산광역시,051-888-4604,35.1143454,129.0397411,2018-08-24
초량6동 주민센터,민원실,부산광역시,동구,관공서,KT,Public WiFi,15-Oct,부산광역시 동구 초량로 75,부산광역시 동구 초량동 824-122,부산광역시,051-888-4604,35.1199709,129.0345616,2018-08-24
초량3동 주민센터,민원실,부산광역시,동구,관공서,KT,Public WiFi,15-Oct,부산광역시 동구 초량상로 112,부산광역시 동구 초량동 110-1,부산광역시,051-888-4604,35.1213921,129.039866,2018-08-24
초량2동 주민센터,민원실,부산광역시,동구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 동구 중앙대로209번길 30,부산광역시 동구 초량동 444-1,부산광역시,051-888-4604,35.116545,129.038482,2018-08-24
초량1동 주민센터,민원실,부산광역시,동구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 동구 중앙대로179번길 33,부산광역시 동구 초량동 592-13,부산광역시,051-888-4604,35.113894,129.036977,2018-08-24
참일터직업재활원,재활원,부산광역시,동구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 동구 중앙대로236번길 13-5,부산광역시 동구 초량동 1195-7,부산광역시,051-888-4604,35.1179733,129.042957,2018-08-24
